1600
air
-0.0063375 -0.0063375 0.0 1.22565029321 100.0 -1.605838731e-08 0.0 101325.0 0.0 0.0 1.0
-0.0063375 -0.0060125 0.0 1.22565029321 100.0 -5.265342492e-08 0.0 101325.0 0.0 0.0 1.0
-0.0063375 -0.0056875 0.0 1.22565029321 100.0000001 -1.621839666e-07 0.0 101325.0 0.0 0.0 1.0
-0.0063375 -0.0053625 0.0 1.22565029321 100.0000004 -4.692948679e-07 0.0 101325.0 0.0 0.0 1.0
-0.0063375 -0.0050375 0.0 1.22565029321 100.000001 -1.275675712e-06 0.0 101325.0 0.0 0.0 1.0
-0.0063375 -0.0047125 0.0 1.22565029321 100.0000024 -3.257552049e-06 0.0 101325.0 0.0 0.0 1.0
-0.0063375 -0.0043875 0.0 1.22565029321 100.0000054 -7.81446113e-06 0.0 101325.0 0.0 0.0 1.0
-0.0063375 -0.0040625 0.0 1.22565029321 100.0000113 -1.761016e-05 0.0 101325.0 0.0 0.0 1.0
-0.0063375 -0.0037375 0.0 1.22565029321 100.000022 -3.728070901e-05 0.0 101325.0 0.0 0.0 1.0
-0.0063375 -0.0034125 0.0 1.22565029321 100.0000399 -7.41415429e-05 0.0 101325.0 0.0 0.0 1.0
-0.0063375 -0.0030875 0.0 1.22565029321 100.0000675 -0.0001385146378 0.0 101325.0 0.0 0.0 1.0
-0.0063375 -0.0027625 0.0 1.22565029321 100.000106 -0.0002431007601 0.0 101325.0 0.0 0.0 1.0
-0.0063375 -0.0024375 0.0 1.22565029321 100.0001542 -0.0004008053941 0.0 101325.0 0.0 0.0 1.0
-0.0063375 -0.0021125 0.0 1.22565029321 100.0002069 -0.0006207795383 0.0 101325.0 0.0 0.0 1.0
-0.0063375 -0.0017875 0.0 1.22565029321 100.0002548 -0.0009032288986 0.0 101325.0 0.0 0.0 1.0
-0.0063375 -0.0014625 0.0 1.22565029321 100.0002849 -0.001234567528 0.0 101325.0 0.0 0.0 1.0
-0.0063375 -0.0011375 0.0 1.22565029321 100.0002845 -0.001585216085 0.0 101325.0 0.0 0.0 1.0
-0.0063375 -0.0008125 0.0 1.22565029321 100.0002451 -0.001912135593 0.0 101325.0 0.0 0.0 1.0
-0.0063375 -0.0004875 0.0 1.22565029321 100.0001667 -0.00216673349 0.0 101325.0 0.0 0.0 1.0
-0.0063375 -0.0001625 0.0 1.22565029321 100.0000591 -0.002306475794 0.0 101325.0 0.0 0.0 1.0
-0.0063375 0.0001625 0.0 1.22565029321 99.99994086 -0.002306475794 0.0 101325.0 0.0 0.0 1.0
-0.0063375 0.0004875 0.0 1.22565029321 99.99983333 -0.00216673349 0.0 101325.0 0.0 0.0 1.0
-0.0063375 0.0008125 0.0 1.22565029321 99.99975485 -0.001912135593 0.0 101325.0 0.0 0.0 1.0
-0.0063375 0.0011375 0.0 1.22565029321 99.99971547 -0.001585216085 0.0 101325.0 0.0 0.0 1.0
-0.0063375 0.0014625 0.0 1.22565029321 99.9997151 -0.001234567528 0.0 101325.0 0.0 0.0 1.0
